building_id,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,hour,day,month,weekday,meter_reading
748,6,Office,32766,1970,3,-0.6,2,-14.4,0,1021.2,180,2.6,20,20,1,2,42.45
1425,15,Utility,4071,1990,3,5,0,-1.7,0,1021.5,70,3.1,5,21,4,3,19.6
334,3,Education,57100,1960,3,20.6,2,7.2,0,1014.3,170,5.1,17,24,3,3,47.41
1213,13,Warehouse/storage,39464,1970,3,-8.9,8,-13.3,-1,1009.4,300,9.8,6,8,2,0,27.097
1038,12,Technology/science,9838,1970,3,3.9,7,1.5,0,1010.4,60,4,6,27,2,5,90.655
1323,14,Office,87200,1970,3,-1.1,0,-6.1,0,1015.3,300,2.1,3,3,1,6,154
641,4,Education,109588,1994,8,13.3,2,8.9,0,1021.4,80,4.1,17,21,1,3,511.247
746,6,Office,17879,1970,3,12.2,2,11.1,0,1010.5,0,0,10,22,5,6,54.3667
766,6,Office,64818,1970,3,4.4,0,-5,0,1018.5,330,1.5,12,1,3,1,95.1167
962,9,Public services,492898,1970,3,15.6,2,14.4,66,1005,320,4.6,9,9,3,2,461
72,0,Parking,387638,2002,3,14.4,2,7.8,0,1018.5,340,2.6,7,3,3,3,0
914,9,Education,229973,1970,3,17.2,2,11.1,0,1015.2,0,0,7,29,3,1,386
25,0,Office,103286,1969,3,12.2,0,-2.2,0,1021.9,310,2.6,22,24,1,6,0
903,9,Education,275793,1970,3,17.2,2,13.9,0,1010.4,200,3.1,15,31,1,6,620
292,3,Public services,33743,1970,3,16.7,2,1.7,0,1008.9,280,10.3,19,28,3,0,42.11
579,4,Education,7781,1910,4,17.2,2,9.4,0,1016.4,260,6.7,23,24,5,1,1.735
1070,13,Lodging/residential,230747,1970,3,12.2,0,0.6,0,1011.4,40,6.2,7,4,5,2,92
1090,13,Office,305047,1970,3,-15.6,2,-19.4,-1,1020.3,310,7.7,20,9,1,5,313.568
546,3,Public services,400000,1971,3,21.1,2,4.4,0,1005.5,290,11.3,18,28,3,0,1137.6
1095,13,Education,32256,1970,3,-14.4,2,-21.1,0,1022.6,20,3.6,16,10,2,2,80.038
1170,13,Office,59476,1970,3,-4.4,2,-8.3,0,1013.7,300,7.2,9,26,1,1,36.667
616,4,Education,117814,1959,6,14.4,2,9.4,0,1016.8,280,5.1,9,13,5,4,88.075
134,1,Lodging/residential,49589,1998,8,2,2,-0.6,0,1017.4,280,2.6,9,25,2,3,94.6
1046,12,Education,201350,1970,3,13.5,7,5.2,0,1018.4,220,9,17,4,5,2,295.632
297,3,Education,66200,1950,3,11.7,0,0,0,1006.1,210,7.2,8,29,2,0,124.03
880,9,Education,157723,1970,3,22.8,0,18.3,0,1009.8,180,2.6,16,15,3,1,159.08
642,4,Education,30401,1970,4,16.1,2,8.3,0,1020.1,210,6.7,22,19,2,4,12.5
696,5,Education,19041,1976,2,11,2,1,0,1016.4,360,4.1,10,24,4,6,1.3
194,2,Office,155682,1970,3,23.9,4,4.4,0,1005,170,1.5,13,15,5,6,48.69
845,8,Entertainment/public assembly,860,1970,1,26.7,6,14.4,0,1011.5,280,7.2,0,23,5,0,0.0417
1303,14,Healthcare,200000,1970,3,9.4,2,8.3,17,1016.4,70,6.7,9,10,1,6,554.798
1199,13,Warehouse/storage,10559,1970,3,0,8,-5,0,1014.6,330,5.7,18,16,2,1,21.299
1441,15,Education,30143,1951,3,11.7,0,11.1,0,1015.8,60,3.1,10,31,5,1,335.625
449,3,Lodging/residential,18340,1900,3,5.6,8,5,3,1011.3,50,4.1,12,24,2,2,12.45
824,8,Public services,7820,1970,1,26.1,2,5.6,0,1006.3,290,9.3,22,5,5,3,15.3333
423,3,Entertainment/public assembly,969,1970,3,8.9,2,7.8,0,1016.2,60,4.1,8,29,4,4,0.84
407,3,Education,325217,2006,3,6.7,2,-7.2,0,1002.1,270,8.8,6,3,4,6,641.44
1331,15,Education,171008,1930,3,-1.1,0,-3.9,0,1017.4,160,1.5,10,28,4,3,266.85
787,6,Lodging/residential,278795,1970,3,22.2,0,7.8,0,1015.3,220,9.3,22,11,4,0,268.933
615,4,Education,153700,1990,7,11.7,2,9.4,0,1018.4,100,1.5,12,21,3,0,918.936
35,0,Lodging/residential,41617,2002,3,29,4,14,0,1016.4,110,10.8,18,21,4,3,0
1261,14,Office,42942,1970,3,5,2,-2.8,0,1015.3,230,3.6,12,20,2,5,137.188
1125,13,Parking,271492,1970,3,19.4,2,15.6,0,1007.7,320,4.1,19,28,5,5,26.7
800,7,Education,64583,1955,2,3.6,2,0.4,0,1011.5,230,6.2,12,4,2,3,203.89
1303,14,Healthcare,200000,1970,3,10.6,2,7.8,0,1021.5,0,0,11,11,5,2,588.19
1322,14,Entertainment/public assembly,166489,1970,3,-1.1,0,-4.4,0,1025,0,0,7,7,3,0,119.108
314,3,Education,225000,1970,3,4.4,0,-7.8,0,1029.2,120,2.6,3,6,4,2,2.68
713,5,Education,14973,1976,2,7,2,6,0,1016.4,240,2.1,0,24,3,3,3.972
853,8,Entertainment/public assembly,26495,1970,1,16.7,2,11.7,0,1017.8,50,3.6,1,15,1,4,0
891,9,Education,50846,1970,3,10,0,3.3,0,1014.4,0,0,7,16,2,1,34
406,3,Entertainment/public assembly,2347,1970,3,3.9,2,1.1,0,1025.4,30,1.5,13,6,3,6,5.04
66,0,Lodging/residential,37241,1981,3,25,8,18.3,-1,1017.9,320,10.3,18,20,5,4,103.203
223,2,Education,261188,1970,3,30.6,6,-10.6,0,1017.2,70,4.6,18,6,4,2,2489.75
1428,15,Education,28432,1933,3,-7.2,2,-14.4,0,1016.4,270,3.1,20,13,1,2,34.875
719,5,Education,28363,1919,2,6,0,4,0,1016.4,90,2.1,3,5,5,3,5.4
652,4,Education,150887,1959,9,14.4,2,13.3,0,1012.7,260,2.6,14,9,4,5,88.954
755,6,Office,42129,1970,3,-1.7,0,-10.6,0,1019.4,0,0,11,30,1,5,22.7167
1039,12,Education,30171,1970,3,8.2,6,6.3,0,1004,250,4,2,22,5,6,19.2575
722,5,Education,31635,1966,3,11,2,10,0,1016.4,250,8.2,14,22,1,4,26.4
36,0,Lodging/residential,53130,2002,3,18.9,4,16.7,0,1015.1,130,1.5,11,28,4,3,0
102,0,Office,15876,1983,3,5,4,3.3,0,1018.7,240,1.5,13,8,2,0,0
718,5,Education,25866,1919,2,15,2,15,0,1016.4,60,4.1,22,9,5,0,3.4
1232,14,Education,181328,1970,3,3.3,0,-7.2,0,1016.3,250,2.6,0,28,2,6,215
733,5,Education,96929,1966,3,7,2,4,0,1016.4,170,5.7,22,16,2,1,20.7
1282,14,Healthcare,12500,1970,3,-3.9,0,-16.1,0,1017.8,310,7.7,18,19,1,1,486
987,9,Education,166395,1970,3,26.7,0,5.6,0,1018.4,10,5.1,20,6,4,2,332
750,6,Education,35990,1970,3,9.4,0,0.6,0,1019.6,180,2.1,15,20,2,5,183.65
1323,14,Office,87200,1970,3,2.8,2,-1.7,-1,1013,330,6.2,1,10,4,6,202
1120,13,Services,70040,1970,3,8.3,2,5,0,1002.8,50,1.5,20,30,3,2,58.75
1240,14,Public services,73277,1970,3,22.2,0,10,0,1018.9,100,4.6,15,12,5,3,228
941,9,Lodging/residential,8079,1970,3,21.7,0,1.7,0,1012.4,340,1.5,0,16,2,1,4.8
68,0,Parking,487433,2007,3,14.4,2,7.8,0,1023.5,0,0,15,30,1,5,0
419,3,Education,271300,1940,3,20.6,8,18.9,-1,1017.1,300,1.5,6,30,5,0,100.1
956,9,Office,86167,1970,3,10,0,0.6,0,1026.3,290,3.1,15,25,2,3,91
67,0,Lodging/residential,24456,1968,3,12.8,0,4.4,0,1023.8,80,2.6,1,28,2,6,0
238,2,Office,45017,1970,3,23.3,2,10,0,1010.7,280,8.8,3,9,4,5,136.71
378,3,Public services,35241,1978,3,3.3,2,0.6,-1,1019.2,20,5.1,4,20,3,6,38.68
617,4,Education,182943,1963,11,11.7,2,8.3,0,1025.7,70,1.5,18,28,1,3,647.652
40,0,Entertainment/public assembly,26944,2001,3,25,2,20,0,1014.9,110,6.2,23,24,3,3,0
1114,13,Other,64810,1970,3,11.1,2,8.3,0,1017.4,100,6.2,3,11,5,2,3.4
1075,13,Office,72709,1970,3,-1.7,2,-5.6,0,1022.1,30,2.6,8,2,2,1,51.113
901,9,Education,107730,1970,3,27.8,2,23.9,0,1013.5,180,2.6,2,26,5,3,161
972,9,Education,282152,1970,3,17.8,2,16.1,0,1015.4,0,0,12,20,5,4,261
12,0,Lodging/residential,37100,1999,3,22.2,0,15.6,0,1022.4,80,1.5,3,26,5,3,155.282
108,1,Education,81580,1913,5,6.1,2,2.9,0,1005.1,340,4.1,12,16,4,5,231.355
1067,12,Education,125701,1970,3,10.5,7,4.5,0,1025.5,200,4,7,12,3,5,273.132
226,2,Office,74180,1930,3,30.6,0,2.2,0,1007.2,260,6.2,0,23,5,0,32.3
89,0,Retail,161755,1996,3,25,2,16.7,0,1014.8,160,4.6,14,27,4,2,0
446,3,Public services,43992,1970,3,-0.6,2,-11.1,0,1019.8,0,0,5,12,1,1,200.75
814,8,Public services,4371,1970,1,22.8,8,17.2,0,1018.5,90,4.6,0,31,3,3,1.7917
664,5,Entertainment/public assembly,49492,1976,2,4,2,1,0,1016.4,50,6.2,5,17,3,3,22.6
1251,14,Education,104604,1970,3,6.7,0,-2.2,0,1021,80,4.6,18,8,1,4,257
919,9,Education,31233,1970,3,8.9,2,3.3,0,1013,180,3.6,15,16,1,5,18
1086,13,Office,143973,1970,3,10,0,-1.1,0,1016.3,130,4.1,10,15,4,4,404.392
902,9,Education,14561,1970,3,20.6,2,18.3,0,1004.6,150,6.7,10,8,3,1,197
573,4,Education,23815,1914,4,13.3,2,9.4,0,1026.3,90,1.5,17,14,2,6,10.0825
917,9,Education,237702,1970,3,15,2,14.4,0,1010,180,2.6,15,1,2,0,488
402,3,Public services,2818,1970,3,18.9,2,13.9,0,1005.7,200,9.3,10,25,3,4,3.52
738,5,Education,95433,1966,4,13,0,10,0,1016.4,50,7.2,2,13,5,4,19.2
917,9,Education,237702,1970,3,6.7,0,1.7,0,1026,0,0,3,4,1,0,335
1095,13,Education,32256,1970,3,8.3,2,6.1,0,1008.5,360,4.1,3,26,4,1,59.362
787,6,Lodging/residential,278795,1970,3,2.8,0,-1.7,0,1011.8,190,3.1,14,15,1,4,287.05
423,3,Entertainment/public assembly,969,1970,3,1.1,0,-8.3,0,1013.4,300,5.7,1,30,1,5,1.76
189,2,Education,7481,1969,3,17.2,0,1.7,0,1012.9,100,2.6,9,16,2,1,14.26
1048,12,Education,275610,1970,3,4.9,8,2.9,0,1027.2,240,6,15,16,1,5,128.863
1218,13,Entertainment/public assembly,268480,1970,3,6.1,2,-1.7,0,1002.1,290,10.8,17,16,3,2,418.323
623,4,Education,49388,1931,6,12.2,2,2.8,0,1016,320,4.1,8,25,4,0,31
1069,13,Office,20864,1970,3,-13.3,2,-15.6,3,1025.8,160,2.1,8,20,1,2,8.5
191,2,Education,78268,1964,3,27.2,2,-4.4,0,1011.8,250,3.1,23,14,2,6,54.71
553,3,Education,37800,1970,3,13.9,2,8.9,0,1023.7,200,2.1,11,17,5,1,75.26
138,1,Public services,118231,1970,6,12.1,2,7.4,0,994.9,190,12.4,14,6,2,5,164.375
108,1,Education,81580,1913,5,11.3,2,7.2,0,1006.2,260,6.7,10,6,4,2,231.355
1240,14,Public services,73277,1970,3,11.7,0,10,0,1011.6,0,0,6,23,5,0,174
935,9,Office,16135,1970,3,24.4,0,7.2,0,1008.8,180,4.6,22,30,1,5,19
1144,13,Office,152312,1970,3,16.1,4,3.9,0,1016.8,160,7.2,15,14,4,3,480.758
372,3,Education,49100,1911,3,17.2,8,15.6,0,1016.6,180,2.6,3,13,5,4,38.08
1319,14,Entertainment/public assembly,287419,1970,3,-6.1,2,-14.4,0,1015,240,1.5,7,14,1,3,107.997
25,0,Office,103286,1969,3,11.7,2,5,0,1019.5,280,3.1,4,30,1,5,0
1407,15,Lodging/residential,83141,2006,3,0,2,-6.1,0,999.9,180,4.1,7,29,1,4,102.85
1201,13,Education,73597,1970,3,2.8,6,1.7,0,1022.5,230,2.1,12,29,4,4,55.373
164,2,Warehouse/storage,12908,1979,3,20.6,2,-7.2,0,1017.9,0,0,22,28,1,3,14.55
1261,14,Office,42942,1970,3,6.7,4,3.3,0,1007.9,100,3.1,2,2,3,2,145.438
1015,10,Other,4607,1970,1,-2.2,0,-7.2,0,1032.2,310,2.6,23,11,1,0,93.2816
108,1,Education,81580,1913,5,9,2,2.8,0,1019.8,320,2.1,18,24,4,6,240
1084,13,Office,122922,1970,3,-6.1,2,-9.4,0,1021.5,140,3.6,22,20,1,2,302.288
384,3,Office,13728,1970,3,5.6,6,-1.1,0,1016,180,3.1,15,31,1,6,16.09
564,3,Public services,89315,1970,3,15,2,13.3,5,1021.8,0,0,19,11,5,2,12.54
1329,15,Technology/science,60100,1912,3,5.6,0,-4.4,0,1009.8,160,8.8,23,6,4,2,160.175
369,3,Public services,6431,1970,3,13.3,2,12.2,-1,1016.9,70,3.1,4,2,5,0,20.61
566,4,Education,2010,1957,1,21.1,2,12.8,0,1008.4,300,3.1,1,17,2,2,0.736
1205,13,Parking,178270,1970,3,-10.6,0,-18.9,0,1022.8,320,5.7,1,10,2,2,142.936
580,4,Education,104016,1960,4,10.6,2,7.2,0,1026.7,90,3.1,11,27,1,2,159.75
987,9,Education,166395,1970,3,13.3,0,-3.9,0,1029.3,340,4.1,18,6,2,5,292
459,3,Entertainment/public assembly,36744,2004,3,15,2,1.7,0,1024.5,0,0,20,26,3,5,101.82
610,4,Entertainment/public assembly,30160,1958,4,17.8,0,9.4,0,1009.9,330,2.6,8,1,5,6,19.25
982,9,Services,373416,1970,3,17.2,0,13.3,0,1013.9,180,1.5,3,15,4,4,105
1065,12,Office,12152,1970,3,2.3,7,1.3,0,991.3,0,0,0,9,1,5,3.37
636,4,Education,6564,1909,3,8.3,2,5,0,1020,80,1.5,12,16,3,2,0.34
1264,14,Education,33012,1970,3,8.9,0,-3.3,0,1026.1,340,2.6,18,2,2,1,118.625
372,3,Education,49100,1911,3,2.2,0,-1.7,0,1014.8,0,0,7,3,1,6,30.23
527,3,Public services,9392,1970,3,10,0,3.3,0,1028,160,3.6,4,15,4,4,17.29
581,4,Lodging/residential,23012,1930,3,14.4,2,13.3,0,1017.5,140,5.7,20,13,3,6,14.275
566,4,Education,2010,1957,1,17.2,2,11.1,0,1020.5,270,5.1,2,2,3,2,0.608
1400,15,Lodging/residential,21168,1928,3,7.2,0,6.7,3,1008.6,110,2.6,8,7,5,5,33.8
592,4,Education,120694,2012,7,16.7,2,8.9,0,1017.6,0,0,7,17,4,6,374.4
436,3,Lodging/residential,15574,1970,3,6.1,2,0,0,1021.5,30,6.2,14,22,2,0,10.98
666,5,Entertainment/public assembly,12045,1976,1,9,2,5,0,1016.4,70,5.7,3,25,5,2,2.3
63,0,Lodging/residential,41617,2001,3,23.3,2,12.2,0,1020.4,90,4.1,14,20,4,2,0
797,7,Education,764237,1979,13,-6.9,2,-7.5,0,1011.6,350,4.1,13,28,2,6,2719.44
1393,15,Entertainment/public assembly,151900,1990,3,22.2,0,3.9,0,1020.4,320,3.6,20,11,5,2,28.05
704,5,Education,17050,1966,1,3,0,-2,0,1016.4,330,4.6,21,27,4,2,3.7
782,6,Education,129344,1970,3,2.8,0,-15,0,1018,210,2.6,22,11,1,0,497.25
139,1,Public services,56629,1900,6,8.6,2,1.9,0,1031.2,320,1.5,19,12,3,5,85.6602
1032,11,Education,127632,1970,3,-3.1,2,-3.4,0,1023.8,200,1.5,10,12,3,5,375
347,3,Education,75900,1974,3,-0.6,2,-12.2,0,1018.1,170,4.1,20,12,2,4,100.5
248,2,Education,24643,1982,3,16.7,0,-2.8,0,1011.2,100,2.1,12,5,3,5,70.07
1139,13,Office,336650,1970,3,9.4,2,7.2,5,1011,110,6.7,11,10,5,1,986.398
393,3,Education,59400,1900,3,3.3,2,-2.8,0,1022.3,120,2.1,2,6,3,6,31.54
1089,13,Office,62837,1970,3,17.2,0,6.7,0,1022.9,0,0,14,21,5,5,298.779
200,2,Entertainment/public assembly,143093,1964,3,21.7,2,-0.6,0,1010.1,110,1.5,14,22,4,4,175.05
830,8,Warehouse/storage,15120,1970,1,22.2,0,16.7,0,1022.6,110,5.1,1,11,3,4,16.6667
919,9,Education,31233,1970,3,23.3,0,16.7,0,1015.7,180,2.1,15,7,5,5,31
71,0,Parking,387638,1998,3,17.8,2,11.7,0,1014.3,280,5.1,20,10,1,6,0
217,2,Education,282946,2003,3,15.6,2,-1.7,0,1006.7,260,5.1,11,26,4,1,373.94
407,3,Education,325217,2006,3,13.3,2,0.6,0,1017.1,200,5.1,13,23,3,2,744.75
983,9,Entertainment/public assembly,122122,1970,3,23.9,0,10,0,1015.3,140,5.1,0,10,4,6,365
561,3,Office,295000,1970,3,2.2,0,-2.8,0,1018.9,200,2.6,6,28,2,6,673.45
849,8,Public services,6448,1970,1,10.6,2,1.1,0,1026.1,300,1.5,2,19,1,1,1.2083
506,3,Other,34400,1970,3,11.1,2,-2.2,0,1013.7,190,5.7,21,14,1,3,421.87
523,3,Entertainment/public assembly,9726,1970,3,16.7,2,2.2,0,1028.6,130,2.6,0,17,4,6,0.73
819,8,Public services,6351,1970,1,20.6,4,15,0,1024.2,90,3.1,13,11,4,0,11.6667
1185,13,Office,129532,1970,3,-5,2,-8.3,0,1026.1,170,6.7,13,5,1,1,170.165
389,3,Education,57165,2014,3,15,2,8.9,0,1009.1,30,2.1,16,7,5,5,48.88
1264,14,Education,33012,1970,3,10,2,8.3,0,1006.4,30,2.1,2,5,5,3,80.375
478,3,Lodging/residential,31283,1935,3,10.6,4,9.4,0,1008.2,320,3.6,11,7,5,5,48.96
945,9,Office,332447,1970,3,7.2,0,5.6,0,1027.7,310,2.6,15,3,1,6,140
369,3,Public services,6431,1970,3,3.3,2,-5.6,0,1031.9,180,4.1,16,6,2,5,21.07
330,3,Education,65000,1970,3,21.1,8,1.7,0,1015.7,170,7.7,18,23,3,2,72.78
416,3,Public services,7079,1970,3,0,2,-3.3,0,1022.1,0,0,11,7,2,6,6.12
1300,14,Healthcare,25609,1970,3,3.9,0,-5.6,0,1008.3,0,0,3,9,4,5,51.8447
563,3,Office,31346,1970,3,23.9,2,17.8,0,1017.3,190,3.1,3,27,5,4,33.75
200,2,Entertainment/public assembly,143093,1964,3,17.8,2,-11.7,0,1021.6,270,3.6,2,27,1,2,109.07
1421,15,Education,47934,1970,3,11.1,2,-2.2,0,1012.4,170,6.2,6,31,3,3,99.775
455,3,Healthcare,29192,2014,3,3.9,2,-8.3,0,1030.1,110,2.1,15,10,4,6,10.49
857,8,Entertainment/public assembly,4000,1970,1,17.2,2,6.7,0,1015.4,340,6.7,9,3,4,6,0.41
668,5,Entertainment/public assembly,47275,1976,2,10,0,9,0,1016.4,280,4.6,22,16,5,0,32.3
449,3,Lodging/residential,18340,1900,3,9.4,2,7.8,-1,1017,70,4.1,10,29,4,4,13.23
1335,15,Public services,136817,1953,3,0,2,-5,-1,1017.2,230,4.1,12,27,1,2,295.675
1309,14,Lodging/residential,58041,1970,3,13.3,4,4.4,0,1009.8,280,4.1,17,1,2,0,56.31
1083,13,Education,100813,1970,3,5.6,0,-1.7,0,1022.4,0,0,20,10,3,3,238.228
437,3,Entertainment/public assembly,11651,1970,3,26.7,6,20.6,0,1019,180,3.1,15,27,5,4,34.99
401,3,Entertainment/public assembly,12660,1970,3,3.3,4,-8.3,0,1023,260,4.1,15,27,2,5,13.42
801,7,Education,484376,1952,5,-1,2,-7.6,0,1017.6,360,3.6,14,23,3,2,6067.63
587,4,Technology/science,53234,1942,5,8.9,2,6.7,0,1015.4,50,2.1,14,26,3,5,98.75
959,9,Education,128536,1970,3,26.7,0,17.8,0,1014.8,180,1.5,20,20,5,4,170
1203,13,Lodging/residential,138602,1970,3,-11.7,2,-16.7,-1,1017.6,330,6.2,8,9,2,1,104
181,2,Education,148829,2014,3,18.9,2,1.7,0,1017.4,140,2.6,21,18,1,0,183.1
827,8,Office,5839,1970,1,23.3,4,16.1,0,1020.1,90,2.6,14,21,4,3,7.6667
733,5,Education,96929,1966,3,9,2,5,0,1016.4,180,4.6,16,1,4,4,15.6
932,9,Lodging/residential,233937,1970,3,16.7,0,9.4,0,1022,0,0,5,5,4,1,283
371,3,Entertainment/public assembly,5554,1970,3,-3.9,9,-5,23,1003,360,8.8,12,23,1,5,3.78
560,3,Office,340000,2010,3,21.7,2,17.8,0,1018.1,180,3.6,8,27,5,4,1093.77
1285,14,Healthcare,130067,1970,3,7.2,2,6.1,0,1010.5,90,2.1,6,17,3,3,196
289,2,Entertainment/public assembly,9666,2005,3,22.8,2,-1.7,0,1013.3,110,1.5,5,29,2,0,11.25
910,9,Office,60096,1970,3,16.7,0,3.9,0,1018.8,310,1.5,3,7,4,3,47
161,2,Education,11329,1970,3,27.8,0,0.6,0,1006.6,200,4.1,6,21,5,5,8.33
1294,14,Office,15649,1970,3,14.4,0,11.7,0,1015.9,0,0,7,25,5,2,23.0657
1319,14,Entertainment/public assembly,287419,1970,3,-2.2,2,-8.9,-1,1006.6,10,7.2,5,24,1,6,107.998
1115,13,Services,42028,1970,3,13.3,2,3.9,0,1019.7,100,1.5,12,20,5,4,43.411
1023,10,Education,87976,1970,2,-2.8,2,-4.4,0,1034.5,0,0,7,5,2,4,137.25
1258,14,Education,273234,1970,3,9.4,0,2.8,0,1016.7,0,0,5,25,4,0,782.8
991,9,Education,57811,1970,3,20,0,10.6,0,1013.3,0,0,0,26,1,1,0
169,2,Education,179559,2006,3,12.2,2,-1.1,0,1016,130,1.5,8,23,1,5,481.93
308,3,Public services,5033,1970,3,7.2,8,6.7,-1,1007.5,360,2.1,15,24,2,2,7.75
228,2,Lodging/residential,49108,1951,3,24.4,0,3.3,0,1011.1,190,3.6,15,22,5,6,24.38
784,6,Education,190817,1970,3,-3.3,2,-16.1,0,1013.6,300,4.6,1,11,2,3,566.283
972,9,Education,282152,1970,3,6.1,0,-4.4,0,1027.8,300,2.6,9,9,2,1,286
492,3,Education,193800,1970,3,-1.1,0,-14.4,0,1038.4,310,3.6,0,6,1,2,285.63
171,2,Office,131797,1968,3,26.7,2,-1.1,0,1013.2,180,1.5,19,19,3,5,43.92
612,4,Education,77055,1917,4,12.2,2,8.9,-1,1016.9,170,6.7,3,15,1,4,87.5912
1390,15,Entertainment/public assembly,93608,1951,3,9.4,2,4.4,0,993.2,290,1.5,20,7,4,3,67.075
931,9,Education,216050,1970,3,17.8,0,12.8,0,1009.8,190,2.1,2,13,3,6,167
57,0,Lodging/residential,65359,2013,3,24.4,2,11.1,0,1020.4,90,5.1,19,6,4,2,0
1213,13,Warehouse/storage,39464,1970,3,13.9,6,2.8,0,1020.8,360,4.6,18,1,5,6,0.429
415,3,Education,41329,1970,3,18.9,2,8.9,0,1004.2,340,3.6,5,2,4,5,20.07
846,8,Entertainment/public assembly,481,1970,1,8.9,4,3.9,0,1016.2,320,4.1,13,4,1,0,0.5417
296,3,Public services,22000,1970,3,8.3,0,-5,0,1026.2,320,2.1,6,30,3,2,42.99
1288,14,Education,164206,1970,3,-3.9,2,-15.6,0,1018,210,5.7,20,12,2,4,750.117
1043,12,Office,27889,1970,3,11.4,8,10.5,0,1004.4,120,5,5,8,5,6,125.203
255,2,Education,49078,1914,3,21.1,0,0,0,1015,100,2.6,6,1,3,1,32.73
1293,14,Office,51471,1970,3,7.2,0,6.1,0,1009.2,290,2.1,9,16,3,2,85.652
1098,13,Office,131745,1970,3,-12.2,2,-15,-1,1024.7,140,3.1,10,20,1,2,201.39
525,3,Public services,9062,1970,3,5.6,8,3.3,0,1023.8,70,2.1,0,8,1,4,11.22
484,3,Public services,18000,1970,3,8.3,6,-6.1,0,1028.4,170,4.6,18,10,4,6,39.89
905,9,Lodging/residential,39648,1970,3,4.4,0,-2.2,0,1023.4,330,3.1,4,10,1,6,31
425,3,Warehouse/storage,202829,1983,3,5.6,2,0,0,1024.4,190,3.6,13,22,3,1,232.57
273,2,Office,140345,1970,3,11.7,2,3.3,0,1013.4,240,3.6,21,8,1,4,282.05
1005,10,Office,26325,1970,1,-3.9,0,-7.2,0,1038.3,170,3.6,16,9,2,1,24.12
84,0,Office,4038,1986,3,21.1,2,20.6,0,1020.1,0,0,3,1,1,4,0
459,3,Entertainment/public assembly,36744,2004,3,20,2,7.8,0,1012.5,360,7.7,23,23,4,5,106.81
784,6,Education,190817,1970,3,7.2,2,0.6,0,1016.7,190,5.7,0,27,1,2,515.35
1226,14,Education,27995,1970,3,7.2,2,5.6,3,1016.1,70,8.2,17,14,3,0,55.7148
791,7,Education,150695,1970,5,0,2,-5.1,0,1032.1,50,2.6,10,15,4,4,1406.59
588,4,Education,21866,1911,4,17.2,4,6.7,0,1011.2,260,10.3,23,20,5,4,10.15
623,4,Education,49388,1931,6,10.6,0,7.8,0,1020,0,0,14,25,2,3,44.25
469,3,Public services,13044,1913,3,17.8,6,9.4,0,1023.1,50,3.6,21,10,5,1,24.25
640,4,Entertainment/public assembly,36180,1966,9,10,0,7.8,0,1024.7,120,1.5,8,22,2,0,255.25
362,3,Public services,21368,1970,3,-2.8,2,-17.2,0,1025.7,320,9.3,20,19,1,1,10.21
626,4,Public services,130581,1970,5,16.1,2,10.6,0,1019.8,200,5.7,6,3,3,3,106.5
1066,12,Education,55800,1970,3,0.3,1,-1,0,1031.1,240,4,1,16,1,5,26.96
846,8,Entertainment/public assembly,481,1970,1,22.2,2,20.6,10,1011.8,190,6.7,15,24,2,2,0.5417
477,3,Public services,21600,1970,3,-7,2,-18,0,1018.4,290,8.8,14,18,1,0,30.91
578,4,Lodging/residential,71994,2004,4,15,2,12.8,0,1011.8,310,3.6,2,10,4,6,46.1798
501,3,Education,66404,1970,3,1.7,2,-2.8,0,1029,50,1.5,8,7,1,3,109.51
661,5,Entertainment/public assembly,7427,1976,2,5,2,3,0,1016.4,100,5.7,1,13,2,5,1.895
729,5,Education,17190,1919,2,14,2,8,0,1016.4,270,6.2,12,15,5,6,3.9
851,8,Public services,16682,1970,1,13.3,8,11.1,0,1021,180,2.6,12,15,2,0,86.3333
143,1,Office,40085,1970,4,6,2,2.9,0,1004.8,290,7.2,21,12,1,1,53.9215
125,1,Education,16802,1995,6,6.9,2,3.9,0,997.5,300,3.6,12,10,2,2,197.9
1224,14,Office,23481,1970,3,8.3,2,7.2,5,1004.5,70,2.1,14,28,3,0,35.994
1323,14,Office,87200,1970,3,-5.6,2,-14.4,0,1014.7,250,1.5,8,14,1,3,114
1292,14,Office,58196,1970,3,9.4,2,8.3,-1,1007.6,70,3.1,11,7,5,5,76.7565
1234,14,Education,46037,1970,3,9.4,2,7.8,18,1003.8,70,3.1,10,6,5,4,29.6704
682,5,Entertainment/public assembly,64153,1970,5,2,0,0,0,1016.4,280,2.6,0,23,2,1,43.5
722,5,Education,31635,1966,3,1,2,-1,0,1016.4,20,3.1,0,5,3,5,3.1
615,4,Education,153700,1990,7,13.9,2,9.4,0,1016,280,4.1,12,13,5,4,906.249
393,3,Education,59400,1900,3,22.2,2,15.6,0,1007.1,240,2.1,4,27,4,2,25.77
80,0,Office,156111,2001,3,20.6,2,17.8,0,1013.8,290,3.6,12,23,4,5,0
144,1,Office,57673,1970,5,7.9,2,2.8,0,1030,50,5.7,9,16,3,2,3.9419
93,0,Office,33370,1982,3,7.8,2,-1.7,0,1019.9,320,3.1,9,10,2,2,0
1444,15,Entertainment/public assembly,19619,1914,3,7.8,2,7.2,-1,1014.1,310,6.7,17,2,5,0,2.1
